L_X,L_Y,L_Z,R_X,R_Y,R_Z
0.207836,-4.6361,-20.072,-10.0449,-7.11106,-46.7527
0.216955,-4.63439,-20.062,-10.0452,-7.11255,-46.759
0.226196,-4.63221,-20.0523,-10.0458,-7.1136,-46.7645
0.235271,-4.62971,-20.0434,-10.0468,-7.1142,-46.7692
0.243889,-4.62704,-20.0357,-10.0483,-7.11436,-46.7728
0.251765,-4.62435,-20.0295,-10.0504,-7.11409,-46.7753
0.258622,-4.62177,-20.0252,-10.0531,-7.11346,-46.7768
0.264215,-4.61943,-20.0231,-10.0563,-7.1125,-46.7774
0.268326,-4.61738,-20.0236,-10.0601,-7.11128,-46.7772
0.270804,-4.61571,-20.0267,-10.0643,-7.10986,-46.7764
0.27156,-4.6144,-20.0326,-10.0689,-7.10831,-46.7752
0.270589,-4.61345,-20.0411,-10.0737,-7.1067,-46.7739
0.267981,-4.61281,-20.0521,-10.0787,-7.10509,-46.7726
0.263912,-4.61238,-20.0653,-10.0835,-7.10355,-46.7715
0.258646,-4.61207,-20.08,-10.0882,-7.10212,-46.7709
0.252527,-4.61173,-20.0956,-10.0926,-7.10088,-46.7709
0.245971,-4.61124,-20.1115,-10.0966,-7.09984,-46.7716
0.239427,-4.61045,-20.1266,-10.1002,-7.09905,-46.773
0.233356,-4.60925,-20.1402,-10.1033,-7.09854,-46.7753
0.228167,-4.60755,-20.1516,-10.1061,-7.09831,-46.7785
0.224191,-4.60532,-20.1602,-10.1087,-7.09836,-46.7824
0.221624,-4.60255,-20.1655,-10.111,-7.09868,-46.787
0.220563,-4.5993,-20.1676,-10.1133,-7.09926,-46.7923
0.220955,-4.59568,-20.1665,-10.1157,-7.10003,-46.7981
0.222647,-4.59187,-20.1626,-10.1181,-7.10096,-46.8041
0.225382,-4.58806,-20.1566,-10.1207,-7.10199,-46.8104
0.228807,-4.58448,-20.1492,-10.1236,-7.10305,-46.8166
0.232559,-4.58135,-20.1414,-10.1266,-7.1041,-46.8227
0.236246,-4.57889,-20.1339,-10.1298,-7.10505,-46.8284
0.239505,-4.57727,-20.1276,-10.1332,-7.10586,-46.8336
0.242035,-4.57661,-20.123,-10.1368,-7.10647,-46.8381
0.24361,-4.57697,-20.1206,-10.1404,-7.10681,-46.8418
0.244105,-4.57833,-20.1206,-10.1441,-7.10688,-46.8444
0.243486,-4.5806,-20.1228,-10.1478,-7.10661,-46.846
0.241832,-4.58366,-20.127,-10.1515,-7.106,-46.8463
0.239287,-4.58731,-20.1328,-10.1551,-7.10504,-46.8452
0.236069,-4.59138,-20.1395,-10.1585,-7.10372,-46.8428
0.232423,-4.59567,-20.1467,-10.1617,-7.10205,-46.8389
0.228599,-4.59998,-20.1538,-10.1645,-7.10005,-46.8335
0.224834,-4.60415,-20.1604,-10.167,-7.09777,-46.8267
0.221305,-4.60806,-20.1662,-10.1691,-7.09525,-46.8186
0.218151,-4.6116,-20.171,-10.1707,-7.09255,-46.8091
0.215453,-4.61471,-20.1749,-10.1717,-7.08974,-46.7987
0.213238,-4.61736,-20.1778,-10.1722,-7.08691,-46.7873
0.211476,-4.61956,-20.18,-10.172,-7.08411,-46.7753
0.210108,-4.62135,-20.1814,-10.1713,-7.08145,-46.7631
0.209052,-4.62278,-20.1823,-10.1701,-7.07899,-46.751
0.208213,-4.62394,-20.1828,-10.1684,-7.07682,-46.7395
0.207496,-4.62492,-20.183,-10.1665,-7.07501,-46.7292
0.206835,-4.62581,-20.183,-10.1645,-7.07361,-46.7206
0.206169,-4.6267,-20.1828,-10.1627,-7.07268,-46.7142
0.205461,-4.62769,-20.1823,-10.1612,-7.07223,-46.7104
0.204688,-4.62886,-20.1817,-10.1602,-7.07227,-46.7096
0.20384,-4.63027,-20.1808,-10.1597,-7.07278,-46.7117
0.202919,-4.63198,-20.1798,-10.1597,-7.07373,-46.7166
0.201934,-4.63401,-20.1787,-10.1602,-7.07504,-46.7239
0.200881,-4.63639,-20.1775,-10.1611,-7.07664,-46.733
0.199773,-4.63911,-20.1765,-10.1622,-7.07844,-46.7432
0.198621,-4.64217,-20.1756,-10.1635,-7.08034,-46.7539
0.197413,-4.64552,-20.175,-10.1648,-7.08226,-46.7644
0.196157,-4.64914,-20.1748,-10.1661,-7.0841,-46.774
0.194846,-4.65294,-20.175,-10.1673,-7.0858,-46.7822
0.193474,-4.65688,-20.1757,-10.1685,-7.08732,-46.7889
0.192029,-4.66087,-20.177,-10.1697,-7.08861,-46.7938
0.190503,-4.66486,-20.1789,-10.1709,-7.08966,-46.7971
0.188891,-4.66877,-20.1814,-10.1723,-7.09048,-46.7989
0.187193,-4.67257,-20.1845,-10.1739,-7.09106,-46.7996
0.185405,-4.67619,-20.188,-10.1758,-7.09142,-46.7996
0.183554,-4.6796,-20.1918,-10.178,-7.09156,-46.7992
0.181647,-4.68277,-20.1959,-10.1805,-7.09151,-46.799
0.179712,-4.68568,-20.2001,-10.1833,-7.09129,-46.7992
0.177776,-4.6883,-20.2043,-10.1864,-7.0909,-46.8
0.175858,-4.69061,-20.2084,-10.1899,-7.09036,-46.8018
0.173998,-4.69258,-20.2123,-10.1935,-7.08969,-46.8045
0.172227,-4.69417,-20.2161,-10.1974,-7.08892,-46.8082
0.170587,-4.69534,-20.2198,-10.2015,-7.08806,-46.813
0.169117,-4.69603,-20.2233,-10.2056,-7.08716,-46.8186
0.167864,-4.69619,-20.2268,-10.2099,-7.08624,-46.825
0.16689,-4.69577,-20.2302,-10.2142,-7.08536,-46.832
0.16624,-4.69475,-20.2335,-10.2184,-7.08456,-46.8394
0.165977,-4.69313,-20.2364,-10.2226,-7.08392,-46.8471
0.166136,-4.69092,-20.2389,-10.2265,-7.08349,-46.8548
0.166755,-4.6882,-20.2409,-10.2302,-7.08333,-46.8626
0.167839,-4.68509,-20.2422,-10.2336,-7.0835,-46.8704
0.169359,-4.6817,-20.2429,-10.2366,-7.08407,-46.8781
0.171265,-4.6782,-20.243,-10.2392,-7.08504,-46.8857
0.173483,-4.67475,-20.2424,-10.2414,-7.0864,-46.8932
0.175898,-4.67151,-20.2414,-10.2431,-7.08814,-46.9003
0.178391,-4.66863,-20.2401,-10.2444,-7.0902,-46.907
0.180819,-4.66624,-20.2386,-10.2453,-7.09252,-46.9134
0.183044,-4.66444,-20.2374,-10.2458,-7.09502,-46.9193
0.184922,-4.66328,-20.2364,-10.246,-7.09761,-46.9248
0.186353,-4.66278,-20.2361,-10.2461,-7.10023,-46.9299
0.187256,-4.6629,-20.2364,-10.246,-7.10282,-46.9349
0.187605,-4.66358,-20.2375,-10.2459,-7.10531,-46.9396
0.187394,-4.6647,-20.2392,-10.2459,-7.10766,-46.9443
0.18666,-4.66612,-20.2416,-10.2459,-7.10986,-46.9488
0.185477,-4.66771,-20.2443,-10.2462,-7.11185,-46.9531
0.183949,-4.66931,-20.2474,-10.2466,-7.11364,-46.9572
0.182188,-4.67078,-20.2506,-10.2473,-7.1152,-46.9609
0.180332,-4.67199,-20.2537,-10.2481,-7.11653,-46.964
0.178521,-4.67283,-20.2566,-10.2491,-7.11761,-46.9664
0.176895,-4.67321,-20.2589,-10.2503,-7.11843,-46.968
0.175579,-4.67307,-20.2607,-10.2516,-7.11899,-46.9685
0.174684,-4.6724,-20.2616,-10.2528,-7.11928,-46.968
0.174294,-4.67116,-20.2616,-10.2541,-7.11928,-46.9663
0.174453,-4.66941,-20.2606,-10.2552,-7.11902,-46.9635
0.175179,-4.6672,-20.2587,-10.2562,-7.11848,-46.9596
0.176449,-4.66458,-20.2559,-10.2569,-7.11769,-46.9545
0.178217,-4.66168,-20.2523,-10.2575,-7.11669,-46.9483
0.180403,-4.65859,-20.2481,-10.2578,-7.11554,-46.9413
0.182907,-4.65546,-20.2434,-10.258,-7.11431,-46.9339
0.185593,-4.65241,-20.2386,-10.2581,-7.11312,-46.9262
0.188345,-4.6496,-20.2336,-10.2581,-7.11207,-46.9189
0.19102,-4.64716,-20.2289,-10.2583,-7.1113,-46.9125
0.193485,-4.64521,-20.2245,-10.2586,-7.11091,-46.9073
0.195609,-4.64386,-20.2206,-10.2592,-7.11098,-46.9037
0.197271,-4.64319,-20.2174,-10.2602,-7.11156,-46.902
0.198381,-4.64324,-20.215,-10.2615,-7.11266,-46.9021
0.198853,-4.64401,-20.2136,-10.2631,-7.11427,-46.9041
0.198648,-4.64547,-20.2133,-10.2651,-7.11632,-46.9077
0.197765,-4.64757,-20.214,-10.2673,-7.11873,-46.9126
0.196235,-4.65019,-20.2157,-10.2696,-7.12139,-46.9183
0.194138,-4.6532,-20.2183,-10.272,-7.12417,-46.9245
0.191582,-4.65646,-20.2217,-10.2744,-7.12692,-46.9305
0.188718,-4.65981,-20.2257,-10.2767,-7.12953,-46.936
0.18571,-4.66309,-20.2299,-10.2787,-7.13187,-46.9406
0.182731,-4.66617,-20.2342,-10.2804,-7.13386,-46.944
0.179938,-4.66891,-20.2383,-10.2817,-7.13543,-46.9461
0.177474,-4.67121,-20.2418,-10.2826,-7.13656,-46.9469
0.175468,-4.67301,-20.2445,-10.2832,-7.13727,-46.9466
0.173989,-4.67427,-20.2463,-10.2834,-7.13762,-46.9454
0.1731,-4.67497,-20.247,-10.2833,-7.13769,-46.9435
0.172812,-4.67515,-20.2466,-10.2829,-7.1376,-46.9414
0.173095,-4.67484,-20.2452,-10.2824,-7.13747,-46.9394
0.173885,-4.6741,-20.243,-10.2818,-7.13742,-46.9379
0.175101,-4.673,-20.24,-10.2812,-7.13754,-46.9373
0.17663,-4.67162,-20.2367,-10.2806,-7.1379,-46.9376
0.178362,-4.67004,-20.2332,-10.2801,-7.13852,-46.939
0.180182,-4.66832,-20.2298,-10.2796,-7.13939,-46.9413
0.182002,-4.66653,-20.2268,-10.2791,-7.14047,-46.9443
0.183732,-4.66469,-20.2244,-10.2785,-7.14168,-46.9476
0.185329,-4.66284,-20.2226,-10.2779,-7.14297,-46.9508
0.18676,-4.66096,-20.2216,-10.2772,-7.14423,-46.9535
0.188034,-4.65902,-20.2213,-10.2764,-7.14543,-46.9556
0.18918,-4.65699,-20.2217,-10.2753,-7.14649,-46.9568
0.190261,-4.65481,-20.2225,-10.2742,-7.14741,-46.9571
0.191363,-4.65241,-20.2234,-10.2731,-7.14816,-46.9567
0.192581,-4.64976,-20.2242,-10.2719,-7.14877,-46.9558
0.194008,-4.64682,-20.2246,-10.2708,-7.14925,-46.9545
0.195732,-4.64356,-20.2242,-10.2699,-7.14964,-46.953
0.19782,-4.64003,-20.2229,-10.2692,-7.14996,-46.9515
0.200296,-4.63627,-20.2206,-10.2687,-7.15023,-46.9501
0.203155,-4.63237,-20.2173,-10.2683,-7.15048,-46.9487
0.206334,-4.62846,-20.2132,-10.2681,-7.15072,-46.9475
0.209754,-4.62467,-20.2085,-10.268,-7.15099,-46.9462
0.213274,-4.62116,-20.2035,-10.2679,-7.15134,-46.9451
0.216735,-4.61808,-20.1985,-10.2678,-7.1518,-46.9441
0.219966,-4.61555,-20.194,-10.2677,-7.15242,-46.9432
0.222786,-4.61371,-20.1901,-10.2675,-7.15327,-46.9425
0.225048,-4.61265,-20.1873,-10.2672,-7.15435,-46.9422
0.226628,-4.61241,-20.1858,-10.2667,-7.15571,-46.9424
0.227448,-4.613,-20.1856,-10.2661,-7.15736,-46.9431
0.227481,-4.61438,-20.1869,-10.2653,-7.15927,-46.9445
0.226756,-4.61649,-20.1895,-10.2644,-7.16144,-46.9464
0.225357,-4.61921,-20.1934,-10.2634,-7.16381,-46.9489
0.2234,-4.62241,-20.1982,-10.2624,-7.16634,-46.9522
0.221036,-4.62595,-20.2036,-10.2616,-7.169,-46.9561
0.218421,-4.62967,-20.2094,-10.261,-7.17173,-46.9607
0.215716,-4.63344,-20.2153,-10.2609,-7.17446,-46.966
0.213065,-4.63709,-20.2209,-10.2613,-7.17714,-46.9718
0.210602,-4.6405,-20.226,-10.2622,-7.17968,-46.9781
0.208445,-4.64358,-20.2304,-10.2636,-7.18201,-46.9846
0.20668,-4.64622,-20.2338,-10.2655,-7.18403,-46.9909
0.20538,-4.64835,-20.236,-10.2676,-7.1857,-46.9968
0.204594,-4.64992,-20.2372,-10.2699,-7.18695,-47.002
0.204345,-4.65089,-20.237,-10.2722,-7.18775,-47.0063
0.204641,-4.65124,-20.2357,-10.2744,-7.18809,-47.0095
0.205461,-4.65099,-20.2333,-10.2764,-7.188,-47.0116
0.206756,-4.65016,-20.23,-10.278,-7.18754,-47.0129
0.208468,-4.64883,-20.2259,-10.2793,-7.18681,-47.0133
0.210498,-4.64708,-20.2213,-10.2802,-7.18591,-47.0133
0.212732,-4.64502,-20.2165,-10.2807,-7.18493,-47.0129
0.215048,-4.6428,-20.2118,-10.2808,-7.18398,-47.0125
0.217292,-4.64057,-20.2075,-10.2806,-7.18314,-47.0123
0.219334,-4.63847,-20.204,-10.28,-7.18246,-47.0122
0.221047,-4.63664,-20.2013,-10.2792,-7.18196,-47.0123
0.222332,-4.6352,-20.1998,-10.278,-7.18164,-47.0125
0.223112,-4.63425,-20.1995,-10.2765,-7.18148,-47.0127
0.223353,-4.63385,-20.2005,-10.2748,-7.18144,-47.0127
0.223059,-4.634,-20.2026,-10.2729,-7.18146,-47.0123
0.222263,-4.6347,-20.2057,-10.2708,-7.1815,-47.0114
0.22103,-4.6359,-20.2096,-10.2685,-7.18151,-47.01
0.219453,-4.6375,-20.2138,-10.2662,-7.18146,-47.008
0.217633,-4.63939,-20.2182,-10.264,-7.18134,-47.0056
0.215686,-4.64146,-20.2224,-10.262,-7.18114,-47.003
0.213732,-4.64356,-20.2261,-10.2603,-7.18089,-47.0003
0.211865,-4.64557,-20.229,-10.259,-7.1806,-46.9979
0.210186,-4.64736,-20.231,-10.2581,-7.18033,-46.9959
0.20876,-4.64884,-20.232,-10.2577,-7.18012,-46.9947
0.207628,-4.64992,-20.232,-10.2578,-7.18005,-46.9945
0.20682,-4.65056,-20.2312,-10.2584,-7.18016,-46.9954
0.20634,-4.65075,-20.2298,-10.2594,-7.18048,-46.9975
0.206179,-4.65049,-20.2278,-10.2608,-7.18106,-47.0009
0.206309,-4.64981,-20.2256,-10.2624,-7.18186,-47.0053
0.20671,-4.64876,-20.2233,-10.2641,-7.18288,-47.0107
0.20734,-4.64739,-20.2213,-10.2659,-7.18406,-47.0167
0.208164,-4.64576,-20.2196,-10.2675,-7.18533,-47.0231
0.209148,-4.64392,-20.2184,-10.2688,-7.18664,-47.0294
0.210278,-4.64193,-20.2178,-10.2698,-7.1879,-47.0355
0.211538,-4.63979,-20.2177,-10.2704,-7.18907,-47.0411
0.212941,-4.63753,-20.2178,-10.2706,-7.19011,-47.046
0.214505,-4.63517,-20.218,-10.2703,-7.19098,-47.05
0.216264,-4.63271,-20.2179,-10.2695,-7.19166,-47.0531
0.218229,-4.63015,-20.2171,-10.2683,-7.19216,-47.055
0.220415,-4.62754,-20.2153,-10.2666,-7.19248,-47.0558
0.222793,-4.62491,-20.2124,-10.2644,-7.19264,-47.0552
0.225322,-4.62234,-20.2082,-10.2618,-7.19267,-47.0534
0.227915,-4.61991,-20.2028,-10.2587,-7.19263,-47.0502
0.230458,-4.61773,-20.1965,-10.2553,-7.19256,-47.0457
0.232805,-4.6159,-20.1894,-10.2514,-7.19252,-47.04
0.23481,-4.61457,-20.1822,-10.2472,-7.19255,-47.033
0.236311,-4.61384,-20.1752,-10.2428,-7.19268,-47.0249
0.237166,-4.61383,-20.169,-10.2381,-7.19295,-47.016
0.237253,-4.61458,-20.1641,-10.2333,-7.19336,-47.0065
0.236482,-4.61615,-20.1607,-10.2285,-7.19392,-46.9965
0.234832,-4.61852,-20.1593,-10.2238,-7.19461,-46.9866
0.232325,-4.62163,-20.1598,-10.2194,-7.19544,-46.9771
0.229052,-4.62538,-20.1622,-10.2154,-7.19637,-46.9684
0.225155,-4.62963,-20.1663,-10.2119,-7.19742,-46.9607
0.220846,-4.6342,-20.1715,-10.209,-7.19856,-46.9543
0.216363,-4.63891,-20.1774,-10.2068,-7.19977,-46.9492
0.211967,-4.64354,-20.1835,-10.2052,-7.20106,-46.9458
0.207931,-4.64789,-20.1892,-10.2042,-7.20239,-46.9437
0.204505,-4.65176,-20.1939,-10.2038,-7.20374,-46.943
0.201923,-4.65498,-20.1971,-10.2039,-7.20505,-46.9434
0.200355,-4.6574,-20.1986,-10.2044,-7.20625,-46.9446
0.199934,-4.65892,-20.1981,-10.2054,-7.20729,-46.9464
0.200732,-4.65947,-20.1954,-10.2067,-7.2081,-46.9485
0.202753,-4.65906,-20.1908,-10.2081,-7.20861,-46.9507
0.205929,-4.65772,-20.1844,-10.2097,-7.20875,-46.9529
0.210145,-4.65554,-20.1767,-10.2112,-7.20848,-46.9548
0.215228,-4.65267,-20.168,-10.2127,-7.20778,-46.9563
0.220981,-4.64928,-20.1591,-10.214,-7.20666,-46.9574
0.227178,-4.64552,-20.1503,-10.215,-7.20516,-46.9583
0.233601,-4.64158,-20.1421,-10.2157,-7.20332,-46.959
0.24006,-4.63762,-20.135,-10.2162,-7.20125,-46.9597
0.246377,-4.63375,-20.129,-10.2164,-7.19901,-46.9606
0.252458,-4.63008,-20.1242,-10.2164,-7.1967,-46.962
0.258239,-4.62667,-20.1206,-10.2163,-7.19439,-46.964
0.263723,-4.62354,-20.1178,-10.2162,-7.19209,-46.9667
0.268954,-4.6207,-20.1155,-10.2162,-7.18986,-46.97
0.274,-4.61809,-20.1135,-10.2163,-7.18768,-46.9738
0.27896,-4.6157,-20.1113,-10.2166,-7.18552,-46.9777
0.283913,-4.61347,-20.1086,-10.2169,-7.18338,-46.9816
0.288944,-4.61135,-20.1052,-10.2173,-7.18123,-46.9851
0.294124,-4.6093,-20.101,-10.2174,-7.17904,-46.9878
0.299484,-4.60728,-20.0958,-10.2173,-7.17681,-46.9894
0.305031,-4.60528,-20.0898,-10.2169,-7.17455,-46.9899
0.310742,-4.60328,-20.0829,-10.2159,-7.17229,-46.9892
0.316562,-4.6013,-20.0754,-10.2146,-7.17006,-46.9873
0.322415,-4.59937,-20.0675,-10.2129,-7.1679,-46.9844
0.328214,-4.59753,-20.0596,-10.2108,-7.16585,-46.9807
0.333855,-4.59583,-20.0518,-10.2086,-7.16398,-46.9767
0.339212,-4.59436,-20.0446,-10.2064,-7.16231,-46.9724
0.344169,-4.59316,-20.0383,-10.2042,-7.16088,-46.9682
0.34861,-4.59233,-20.0331,-10.2022,-7.15969,-46.9643
0.35241,-4.59191,-20.0292,-10.2006,-7.15877,-46.961
0.355472,-4.59197,-20.0269,-10.1994,-7.15809,-46.9583
0.357725,-4.59253,-20.0262,-10.1986,-7.15764,-46.9564
0.359106,-4.59363,-20.0272,-10.1984,-7.1574,-46.9553
0.359593,-4.59525,-20.0299,-10.1986,-7.15734,-46.955
0.359194,-4.59736,-20.0344,-10.1993,-7.15743,-46.9555
0.357954,-4.59989,-20.0405,-10.2003,-7.15763,-46.9567
0.35596,-4.60277,-20.0481,-10.2018,-7.1579,-46.9585
0.353331,-4.60589,-20.0569,-10.2036,-7.15824,-46.9608
0.35022,-4.60914,-20.0669,-10.2056,-7.15859,-46.9637
0.346808,-4.61241,-20.0777,-10.2079,-7.15895,-46.9669
0.343302,-4.61557,-20.089,-10.2105,-7.15928,-46.9705
0.339903,-4.61848,-20.1006,-10.2133,-7.15953,-46.9741
0.336832,-4.62105,-20.1121,-10.2163,-7.15969,-46.9777
0.33426,-4.62318,-20.1232,-10.2195,-7.1597,-46.981
0.332331,-4.6248,-20.1339,-10.2227,-7.15954,-46.9838
0.331126,-4.62587,-20.1438,-10.2261,-7.15921,-46.9858
0.330681,-4.62639,-20.153,-10.2296,-7.1587,-46.9869
0.330966,-4.6264,-20.1614,-10.2331,-7.15803,-46.987
0.331909,-4.62597,-20.169,-10.2366,-7.15724,-46.986
0.333388,-4.62517,-20.176,-10.2401,-7.15639,-46.984
0.335256,-4.62415,-20.1823,-10.2436,-7.15553,-46.9809
0.337336,-4.62303,-20.1884,-10.247,-7.15472,-46.9769
0.339457,-4.62193,-20.1942,-10.2503,-7.15403,-46.9721
0.341444,-4.62101,-20.2001,-10.2535,-7.15351,-46.9667
0.343159,-4.62035,-20.2063,-10.2564,-7.1532,-46.9609
0.344471,-4.62005,-20.2128,-10.2591,-7.15316,-46.955
0.345296,-4.62017,-20.2197,-10.2614,-7.15337,-46.9492
0.345589,-4.62075,-20.2272,-10.2632,-7.15387,-46.9437
0.345331,-4.62179,-20.2353,-10.2644,-7.15462,-46.9387
0.344541,-4.62326,-20.2439,-10.2649,-7.1556,-46.9343
0.34328,-4.62511,-20.253,-10.2645,-7.15677,-46.9306
0.341624,-4.62729,-20.2624,-10.2631,-7.15806,-46.9275
0.339685,-4.62971,-20.2722,-10.2607,-7.1594,-46.925
0.337591,-4.6323,-20.2819,-10.2572,-7.16071,-46.9227
0.335476,-4.63498,-20.2916,-10.2526,-7.1619,-46.9204
0.333486,-4.6377,-20.301,-10.247,-7.16289,-46.918
0.331746,-4.64038,-20.3098,-10.2404,-7.16361,-46.9152
0.330377,-4.64297,-20.318,-10.2331,-7.16401,-46.912
0.329466,-4.64542,-20.3254,-10.2252,-7.16405,-46.9082
0.329086,-4.64769,-20.3317,-10.217,-7.1637,-46.9039
0.329256,-4.64972,-20.3371,-10.2087,-7.16297,-46.8991
0.32998,-4.65147,-20.3413,-10.2007,-7.16188,-46.8939
0.331215,-4.6529,-20.3445,-10.1931,-7.16047,-46.8886
0.332903,-4.65396,-20.3468,-10.1863,-7.15881,-46.8833
0.334942,-4.65463,-20.3482,-10.1804,-7.15698,-46.8785
0.337233,-4.65491,-20.3489,-10.1756,-7.1551,-46.8745
0.339663,-4.65481,-20.3492,-10.1719,-7.15328,-46.8715
0.342098,-4.65437,-20.349,-10.1695,-7.15164,-46.87
0.344416,-4.65366,-20.3486,-10.1683,-7.15032,-46.8699
0.346478,-4.65277,-20.348,-10.1681,-7.14943,-46.8715
0.348167,-4.65183,-20.3476,-10.1688,-7.14907,-46.8746
0.349345,-4.65097,-20.3474,-10.1703,-7.14934,-46.8791
0.349904,-4.65032,-20.3476,-10.1722,-7.1503,-46.8848
0.34976,-4.65005,-20.3485,-10.1745,-7.15197,-46.8915
0.348839,-4.65025,-20.3503,-10.1768,-7.15435,-46.8991
0.347128,-4.65102,-20.353,-10.1791,-7.1574,-46.9072
0.344635,-4.65241,-20.3567,-10.1813,-7.16102,-46.9158
0.341422,-4.65445,-20.3615,-10.1834,-7.16507,-46.9247
0.337574,-4.6571,-20.3671,-10.1852,-7.1694,-46.9337
0.333219,-4.6603,-20.3736,-10.187,-7.17382,-46.9426
0.328494,-4.66397,-20.3806,-10.1886,-7.17813,-46.9512
0.323564,-4.66799,-20.388,-10.1901,-7.18217,-46.9593
0.318608,-4.67219,-20.3956,-10.1916,-7.18577,-46.9667
0.313821,-4.67642,-20.4029,-10.1931,-7.18884,-46.9735
0.309391,-4.6805,-20.4098,-10.1945,-7.1913,-46.9795
0.305498,-4.68426,-20.416,-10.196,-7.19312,-46.9848
0.302308,-4.68755,-20.4212,-10.1975,-7.19431,-46.9896
0.299944,-4.69024,-20.4252,-10.1992,-7.19491,-46.9938
0.298515,-4.69222,-20.428,-10.201,-7.19498,-46.9978
0.298058,-4.69344,-20.4293,-10.2029,-7.19464,-47.0019
0.298583,-4.69387,-20.4293,-10.2051,-7.19396,-47.0061
0.300027,-4.69352,-20.4281,-10.2075,-7.19309,-47.0108
0.302301,-4.69246,-20.4257,-10.21,-7.19211,-47.0161
0.305266,-4.69076,-20.4224,-10.2125,-7.1911,-47.0218
0.308766,-4.68856,-20.4186,-10.2148,-7.19013,-47.0279
0.312646,-4.68598,-20.4143,-10.2167,-7.18924,-47.0341
0.316755,-4.68314,-20.4099,-10.218,-7.18845,-47.0399
0.320964,-4.68015,-20.4055,-10.2184,-7.18775,-47.0451
0.325176,-4.6771,-20.4015,-10.2178,-7.18712,-47.049
0.329331,-4.67405,-20.3977,-10.2159,-7.18654,-47.0515
0.3334,-4.67102,-20.3943,-10.2128,-7.18596,-47.0522
0.337389,-4.668,-20.3913,-10.2083,-7.18537,-47.0511
0.341323,-4.66499,-20.3886,-10.2025,-7.18474,-47.0481
0.345255,-4.66195,-20.386,-10.1955,-7.18407,-47.0433
0.349216,-4.65884,-20.3833,-10.1874,-7.1834,-47.037
0.353257,-4.65563,-20.3806,-10.1786,-7.18274,-47.0295
0.357396,-4.65229,-20.3775,-10.1692,-7.18213,-47.0211
0.361641,-4.64884,-20.3741,-10.1597,-7.18165,-47.0125
