L_X,L_Y,L_Z,R_X,R_Y,R_Z
-8.86509,-1.12818,-26.8898,-2.73714,2.06514,-25.4627
-8.88749,-1.12241,-26.9229,-2.72932,2.06734,-25.4598
-8.90908,-1.11453,-26.9577,-2.72049,2.0696,-25.4563
-8.9296,-1.10465,-26.9937,-2.71058,2.07192,-25.452
-8.94878,-1.09293,-27.0306,-2.69956,2.0743,-25.4467
-8.96642,-1.07959,-27.0681,-2.68741,2.07673,-25.4403
-8.98232,-1.0649,-27.1059,-2.67414,2.07919,-25.4328
-8.99637,-1.04918,-27.1435,-2.65976,2.08168,-25.424
-9.0085,-1.03283,-27.1806,-2.64432,2.08416,-25.414
-9.01871,-1.01622,-27.217,-2.62785,2.08662,-25.403
-9.02709,-0.999777,-27.2522,-2.61043,2.08902,-25.3908
-9.03374,-0.983876,-27.2862,-2.59214,2.09136,-25.3778
-9.03883,-0.968868,-27.3187,-2.57307,2.09365,-25.364
-9.04255,-0.955043,-27.3497,-2.55335,2.09587,-25.3497
-9.04512,-0.942664,-27.3791,-2.53311,2.09805,-25.3351
-9.04675,-0.931937,-27.4067,-2.51248,2.1002,-25.3204
-9.04762,-0.923016,-27.4323,-2.49161,2.10236,-25.3059
-9.04789,-0.916028,-27.4557,-2.47063,2.10453,-25.2919
-9.0477,-0.911079,-27.4765,-2.44968,2.10677,-25.2787
-9.04715,-0.908266,-27.4943,-2.42885,2.10908,-25.2663
-9.04628,-0.907688,-27.5086,-2.40826,2.11151,-25.2549
-9.04512,-0.909406,-27.5188,-2.38796,2.11409,-25.2445
-9.04365,-0.913448,-27.5245,-2.36798,2.11686,-25.235
-9.04184,-0.919776,-27.5254,-2.34834,2.11986,-25.2264
-9.03961,-0.928277,-27.5213,-2.329,2.12314,-25.2183
-9.03687,-0.938738,-27.5123,-2.3099,2.12675,-25.2103
-9.03353,-0.950848,-27.4986,-2.29095,2.13077,-25.2022
-9.02947,-0.964165,-27.4809,-2.27204,2.13526,-25.1934
-9.02458,-0.978159,-27.4596,-2.25304,2.14027,-25.1836
-9.01874,-0.992225,-27.4358,-2.23382,2.14592,-25.1725
-9.01186,-1.00569,-27.4103,-2.21425,2.15228,-25.1597
-9.00385,-1.01792,-27.3842,-2.19423,2.15946,-25.1452
-8.99469,-1.02831,-27.3584,-2.17366,2.16756,-25.1289
-8.98436,-1.03635,-27.3338,-2.15249,2.17666,-25.1108
-8.97292,-1.04156,-27.3111,-2.13068,2.18686,-25.091
-8.96044,-1.04361,-27.2913,-2.10822,2.19819,-25.0698
-8.94706,-1.04224,-27.2751,-2.08512,2.21064,-25.0472
-8.93293,-1.03732,-27.2632,-2.06143,2.22414,-25.0237
-8.91824,-1.02887,-27.2559,-2.0372,2.23854,-24.9996
-8.9032,-1.01701,-27.2535,-2.0125,2.25359,-24.9752
-8.88802,-1.00201,-27.2563,-1.98741,2.26897,-24.951
-8.87289,-0.984221,-27.2641,-1.96199,2.28433,-24.9273
-8.85797,-0.963991,-27.2767,-1.93631,2.29925,-24.9045
-8.8434,-0.94173,-27.2939,-1.91043,2.31336,-24.8828
-8.82927,-0.917823,-27.3153,-1.88441,2.32633,-24.8624
-8.81562,-0.892652,-27.3403,-1.85828,2.33793,-24.8432
-8.80247,-0.866577,-27.3686,-1.8321,2.34801,-24.8254
-8.78984,-0.839966,-27.3995,-1.8059,2.3565,-24.8086
-8.77769,-0.813178,-27.4324,-1.77972,2.36344,-24.7927
-8.76602,-0.786602,-27.4664,-1.75363,2.36895,-24.7776
-8.75481,-0.760606,-27.5009,-1.72768,2.37319,-24.7628
-8.74407,-0.735581,-27.5348,-1.70193,2.37638,-24.7483
-8.73383,-0.7119,-27.5674,-1.67645,2.37876,-24.7338
-8.72413,-0.689921,-27.598,-1.6513,2.38061,-24.7192
-8.71504,-0.669924,-27.626,-1.62655,2.38217,-24.7043
-8.70662,-0.652127,-27.6508,-1.60225,2.3837,-24.6891
-8.69897,-0.636652,-27.6723,-1.57849,2.38545,-24.6737
-8.69217,-0.623541,-27.6904,-1.55532,2.38765,-24.6581
-8.68633,-0.612754,-27.7055,-1.53287,2.39048,-24.6424
-8.68154,-0.604167,-27.7179,-1.51124,2.39411,-24.6268
-8.67793,-0.597635,-27.728,-1.49057,2.3987,-24.6113
-8.67562,-0.592957,-27.7364,-1.47102,2.40432,-24.5962
-8.67474,-0.589939,-27.7438,-1.45277,2.41106,-24.5816
-8.6754,-0.588358,-27.7504,-1.43601,2.41891,-24.5677
-8.6777,-0.587996,-27.7567,-1.42092,2.42784,-24.5546
-8.6817,-0.58866,-27.763,-1.40767,2.43774,-24.5424
-8.68745,-0.590152,-27.7694,-1.39639,2.44846,-24.531
-8.69495,-0.592317,-27.7759,-1.38714,2.4598,-24.5204
-8.70417,-0.594996,-27.7824,-1.37994,2.47152,-24.5104
-8.71502,-0.598059,-27.7886,-1.37468,2.48337,-24.5008
-8.72737,-0.601391,-27.7944,-1.37118,2.49511,-24.4915
-8.74107,-0.604903,-27.7997,-1.36918,2.50648,-24.4822
-8.75589,-0.608523,-27.8041,-1.36835,2.51725,-24.4729
-8.77161,-0.612197,-27.8077,-1.36831,2.52722,-24.4632
-8.78794,-0.615864,-27.8103,-1.36872,2.53623,-24.4532
-8.80457,-0.619488,-27.812,-1.36923,2.54416,-24.4427
-8.8212,-0.623038,-27.8127,-1.36957,2.55093,-24.4316
-8.83751,-0.626483,-27.8127,-1.36953,2.55652,-24.42
-8.85321,-0.629816,-27.812,-1.36898,2.56096,-24.408
-8.86803,-0.633044,-27.8107,-1.36783,2.56429,-24.3958
-8.88175,-0.636202,-27.8089,-1.36606,2.56661,-24.3834
-8.89422,-0.639345,-27.8066,-1.3637,2.56801,-24.3711
-8.90533,-0.642558,-27.8038,-1.36075,2.56862,-24.3591
-8.91506,-0.645954,-27.8006,-1.35724,2.56859,-24.3476
-8.92343,-0.649681,-27.7967,-1.3532,2.56805,-24.3367
-8.93053,-0.65392,-27.7921,-1.34859,2.56717,-24.3264
-8.9365,-0.658876,-27.7864,-1.34338,2.5661,-24.3168
-8.94151,-0.664777,-27.7791,-1.33749,2.565,-24.3079
-8.94574,-0.671875,-27.7699,-1.33083,2.56403,-24.2996
-8.94937,-0.680422,-27.7582,-1.32328,2.56332,-24.2919
-8.95259,-0.690676,-27.7433,-1.31469,2.56298,-24.2847
-8.95555,-0.702859,-27.7246,-1.30493,2.56312,-24.2777
-8.95838,-0.717168,-27.7015,-1.29386,2.56377,-24.2708
-8.96115,-0.733753,-27.6734,-1.28135,2.56493,-24.2638
-8.9639,-0.75267,-27.6398,-1.2673,2.56656,-24.2565
-8.96663,-0.773892,-27.6005,-1.25163,2.56853,-24.2488
-8.9693,-0.797273,-27.5554,-1.23432,2.57068,-24.2403
-8.97184,-0.822567,-27.5048,-1.21536,2.57276,-24.2309
-8.97416,-0.849363,-27.4493,-1.19478,2.57452,-24.2205
-8.97619,-0.877172,-27.3901,-1.17268,2.57567,-24.2089
-8.97783,-0.905361,-27.3283,-1.14919,2.57598,-24.196
-8.97901,-0.933234,-27.2657,-1.12447,2.57522,-24.1818
-8.97965,-0.960059,-27.204,-1.09876,2.57326,-24.1662
-8.97972,-0.985122,-27.145,-1.07231,2.57004,-24.1493
-8.97922,-1.00777,-27.0906,-1.0454,2.56556,-24.1311
-8.97814,-1.02744,-27.0421,-1.01828,2.55994,-24.1116
-8.97653,-1.04368,-27.0009,-0.991203,2.55335,-24.0912
-8.97444,-1.05613,-26.9681,-0.964365,2.54604,-24.0701
-8.97192,-1.06457,-26.9443,-0.937918,2.53829,-24.0485
-8.96905,-1.06887,-26.93,-0.911951,2.53047,-24.0268
-8.96588,-1.06901,-26.9253,-0.886491,2.52296,-24.0052
-8.96248,-1.0651,-26.9301,-0.861499,2.51619,-23.9842
-8.9589,-1.05734,-26.9439,-0.836861,2.51064,-23.9639
-8.95517,-1.04606,-26.966,-0.812383,2.50673,-23.9445
-8.95137,-1.03168,-26.9955,-0.787803,2.50493,-23.9262
-8.94753,-1.01475,-27.0312,-0.762792,2.50561,-23.9089
-8.94371,-0.995896,-27.0718,-0.736955,2.50911,-23.8927
-8.94,-0.975845,-27.1158,-0.709863,2.51569,-23.8772
-8.93645,-0.955386,-27.1618,-0.681071,2.52554,-23.8622
-8.93315,-0.935278,-27.2079,-0.65011,2.53876,-23.8472
-8.93015,-0.916268,-27.2529,-0.616545,2.55539,-23.8318
-8.92748,-0.898981,-27.2951,-0.579934,2.5754,-23.8155
-8.92515,-0.883921,-27.3335,-0.539888,2.59867,-23.7976
-8.92313,-0.871421,-27.367,-0.496047,2.62502,-23.7778
-8.92135,-0.861655,-27.3948,-0.44809,2.65424,-23.7554
-8.91973,-0.854609,-27.4165,-0.395749,2.68605,-23.7302
-8.91814,-0.850079,-27.432,-0.338795,2.7201,-23.7017
-8.91646,-0.847701,-27.4413,-0.277052,2.75602,-23.6697
-8.91452,-0.84699,-27.445,-0.210381,2.79339,-23.6342
-8.91219,-0.847346,-27.4437,-0.138697,2.83179,-23.595
-8.90933,-0.848137,-27.4383,-0.0619547,2.87085,-23.5521
-8.90583,-0.848773,-27.4297,0.0198588,2.91026,-23.5059
-8.9016,-0.848717,-27.4188,0.106738,2.94977,-23.4563
-8.89657,-0.84754,-27.4063,0.198688,2.98927,-23.4037
-8.89072,-0.844866,-27.393,0.295755,3.02871,-23.3482
-8.88402,-0.840421,-27.3796,0.398063,3.06819,-23.2903
-8.87649,-0.833975,-27.3667,0.505849,3.10788,-23.2301
-8.86815,-0.825433,-27.3548,0.619488,3.1481,-23.168
-8.85909,-0.814808,-27.3444,0.739529,3.18927,-23.1041
-8.84943,-0.802265,-27.3358,0.866713,3.23193,-23.0387
-8.83937,-0.788067,-27.3292,1.002,3.27673,-22.972
-8.82914,-0.772563,-27.3248,1.14656,3.32441,-22.904
-8.81902,-0.75612,-27.3227,1.3018,3.37579,-22.8345
-8.80934,-0.739089,-27.323,1.46931,3.43173,-22.7633
-8.80046,-0.721779,-27.3258,1.65089,3.49316,-22.6899
-8.79281,-0.704471,-27.3312,1.84847,3.56103,-22.6134
-8.78687,-0.68736,-27.3394,2.06414,3.63636,-22.5328
-8.78321,-0.670599,-27.3503,2.30002,3.72021,-22.447
-8.78246,-0.654301,-27.3643,2.55825,3.81372,-22.3547
-8.78532,-0.638533,-27.3814,2.84088,3.91808,-22.2546
-8.79259,-0.623366,-27.4019,3.14984,4.03453,-22.1457
-8.8051,-0.60887,-27.4258,3.48685,4.1644,-22.0271
-8.82367,-0.595093,-27.4532,3.8534,4.30898,-21.8983
-8.84908,-0.582072,-27.484,4.2507,4.46964,-21.7589
-8.88201,-0.569798,-27.5179,4.67965,4.64769,-21.609
-8.92296,-0.5582,-27.5547,5.14082,4.84444,-21.4491
-8.97225,-0.547155,-27.594,5.63438,5.06109,-21.28
-9.02993,-0.536465,-27.6356,6.16017,5.29876,-21.1028
-9.09582,-0.525869,-27.6792,6.71765,5.55836,-20.919
-9.16943,-0.515055,-27.7245,7.30596,5.8406,-20.7304
-9.25002,-0.503664,-27.7713,7.92389,6.14591,-20.5388
-9.33655,-0.491348,-27.8192,8.56999,6.47444,-20.3462
-9.42778,-0.47781,-27.868,9.24252,6.826,-20.1544
-9.52222,-0.462834,-27.9169,9.93958,7.2001,-19.9653
-9.61821,-0.446315,-27.965,10.6591,7.596,-19.7806
-9.71394,-0.428248,-28.0113,11.399,8.01275,-19.6016
-9.80749,-0.408699,-28.0544,12.1571,8.44935,-19.4294
-9.89686,-0.387789,-28.0928,12.9313,8.90476,-19.2647
-9.98004,-0.365666,-28.1249,13.7194,9.37813,-19.1079
-10.0551,-0.342522,-28.149,14.5194,9.86893,-18.959
-10.1201,-0.318523,-28.1637,15.3289,10.377,-18.8177
-10.1735,-0.293863,-28.1674,16.1456,10.9025,-18.6834
-10.2139,-0.268728,-28.1588,16.967,11.4465,-18.5555
-10.2403,-0.24331,-28.137,17.7901,12.0099,-18.4327
-10.2521,-0.217817,-28.101,18.6117,12.5944,-18.3139
-10.2491,-0.192505,-28.0505,19.4281,13.2017,-18.1974
-10.2315,-0.167666,-27.9854,20.235,13.8332,-18.0817
-10.2002,-0.143632,-27.9064,21.0278,14.4904,-17.9654
-10.1561,-0.120774,-27.8146,21.8015,15.1735,-17.8473
-10.101,-0.0994429,-27.7117,22.5507,15.8821,-17.727
-10.0366,-0.079972,-27.5998,23.2694,16.6142,-17.6049
-9.96511,-0.0626276,-27.4815,23.9517,17.366,-17.4824
-9.88867,-0.0476057,-27.36,24.5913,18.1321,-17.3623
-9.80961,-0.0350318,-27.2382,25.1818,18.905,-17.2484
-9.73019,-0.0249314,-27.1196,25.7172,19.6755,-17.1456
-9.65257,-0.017259,-27.0072,26.1913,20.4326,-17.0595
-9.5787,-0.0119101,-26.904,26.5985,21.1646,-16.9961
-9.51028,-0.00873802,-26.8124,26.9334,21.8589,-16.9615
-9.4487,-0.00754453,-26.7342,27.1914,22.5033,-16.9616
-9.39505,-0.00809569,-26.6707,27.3679,23.086,-17.0018
-9.35006,-0.0101392,-26.6225,27.4594,23.5966,-17.0868
-9.31417,-0.0134134,-26.5898,27.4628,24.0263,-17.2201
-9.28755,-0.0177022,-26.5723,27.3762,24.3683,-17.404
-9.27016,-0.0228365,-26.5695,27.1988,24.6175,-17.6393
-9.26176,-0.0287473,-26.5804,26.9309,24.771,-17.9252
-9.26197,-0.0354713,-26.604,26.5746,24.8274,-18.2587
-9.27029,-0.0431283,-26.6389,26.1331,24.7872,-18.6354
-9.2861,-0.0519295,-26.6836,25.611,24.6523,-19.0485
-9.30868,-0.0621351,-26.7364,25.0142,24.4259,-19.4902
-9.33722,-0.0740054,-26.7955,24.3492,24.112,-19.9507
-9.3708,-0.0877864,-26.8593,23.6234,23.7157,-20.4201
-9.40845,-0.103699,-26.9258,22.8442,23.2427,-20.8878
-9.44909,-0.121841,-26.9934,22.0193,22.6987,-21.3437
-9.49161,-0.142246,-27.0605,21.1558,22.0901,-21.7785
-9.53486,-0.164804,-27.1256,20.2607,21.4228,-22.1843
-9.57762,-0.189283,-27.1873,19.3403,20.7029,-22.555
-9.61872,-0.215333,-27.2443,18.4002,19.9362,-22.8865
-9.65697,-0.242476,-27.2957,17.4456,19.1281,-23.1765
-9.69118,-0.270155,-27.3403,16.4809,18.2843,-23.425
-9.72021,-0.297699,-27.3772,15.5101,17.4097,-23.6334
-9.74298,-0.324369,-27.4057,14.537,16.5099,-23.8045
-9.75852,-0.349423,-27.4251,13.5648,15.5902,-23.9423
-9.76598,-0.372126,-27.435,12.5966,14.6564,-24.051
-9.76472,-0.39184,-27.4351,11.6357,13.7146,-24.1351
-9.75433,-0.408018,-27.4254,10.6849,12.7714,-24.1988
-9.73463,-0.42025,-27.4061,9.74766,11.8338,-24.2455
-9.70572,-0.428235,-27.3778,8.8272,10.9094,-24.278
-9.66796,-0.431781,-27.3415,7.92717,10.0058,-24.2983
-9.62191,-0.430796,-27.2986,7.05146,9.13096,-24.3075
-9.56834,-0.425298,-27.2504,6.20432,8.29245,-24.306
-9.50816,-0.415427,-27.1987,5.39039,7.49752,-24.2933
-9.44239,-0.401438,-27.145,4.61476,6.75262,-24.2683
-9.37208,-0.383763,-27.0907,3.88284,6.06325,-24.2291
-9.29832,-0.362933,-27.0372,3.20025,5.43366,-24.174
-9.22214,-0.339598,-26.9852,2.57243,4.8667,-24.1013
-9.14444,-0.31447,-26.9355,2.00432,4.36371,-24.0102
-9.06595,-0.288267,-26.8884,1.49992,3.92452,-23.9011
-8.98718,-0.261658,-26.8439,1.06179,3.54751,-23.7754
-8.90831,-0.23523,-26.8018,0.690761,3.2298,-23.636
-8.82923,-0.209459,-26.7612,0.385549,2.96743,-23.487
-8.74949,-0.184669,-26.7213,0.142696,2.75556,-23.3335
-8.66826,-0.161031,-26.6807,-0.0434339,2.5887,-23.1818
-8.58439,-0.138549,-26.6377,-0.180404,2.4609,-23.0388
-8.49644,-0.117065,-26.5906,-0.277239,2.366,-22.9117
-8.4027,-0.0962766,-26.5371,-0.343829,2.29776,-22.8074
-8.30131,-0.0757633,-26.4753,-0.390094,2.25016,-22.7319
-8.19034,-0.0550141,-26.4032,-0.425156,2.21763,-22.6892
-8.06789,-0.0335147,-26.3192,-0.456524,2.19533,-22.6808
-7.9322,-0.0107568,-26.222,-0.48944,2.1794,-22.705
-7.78171,0.0136721,-26.1106,-0.52659,2.16723,-22.7571
-7.61511,0.0400547,-25.9847,-0.568228,2.15746,-22.8297
-7.43138,0.0685911,-25.8442,-0.6127,2.14983,-22.9145
-7.22976,0.0993148,-25.6894,-0.657162,2.14494,-23.0033
-7.00979,0.132184,-25.5209,-0.698362,2.14387,-23.0888
-6.7713,0.167099,-25.3395,-0.733287,2.14787,-23.1656
-6.51433,0.203959,-25.1458,-0.759612,2.15809,-23.2301
-6.23915,0.24268,-24.9406,-0.775927,2.17536,-23.28
-5.94623,0.283231,-24.7248,-0.781799,2.20017,-23.3146
-5.63622,0.325676,-24.4992,-0.777686,2.23253,-23.3342
-5.3099,0.3702,-24.2643,-0.764839,2.27195,-23.3398
-4.96821,0.417085,-24.0206,-0.745135,2.31756,-23.333
-4.61222,0.466735,-23.7688,-0.720948,2.36807,-23.316
-4.24318,0.519637,-23.5092,-0.695,2.42189,-23.2914
-3.8625,0.576339,-23.2422,-0.670226,2.47725,-23.2617
-3.47175,0.637394,-22.9681,-0.649637,2.53227,-23.2298
-3.07265,0.703342,-22.6875,-0.636154,2.58512,-23.1983
-2.66703,0.774657,-22.4011,-0.632492,2.63407,-23.1697
-2.25676,0.851753,-22.1095,-0.64101,2.67764,-23.1465
-1.84367,0.93496,-21.8136,-0.663581,2.71457,-23.1307
-1.42949,1.02453,-21.5142,-0.701491,2.74396,-23.1242
-1.01575,1.12059,-21.2123,-0.755381,2.76522,-23.1285
-0.603726,1.22319,-20.9086,-0.825215,2.77812,-23.1449
-0.194396,1.33228,-20.6039,-0.910275,2.78277,-23.1738
0.211583,1.44771,-20.2991,-1.00919,2.7796,-23.2153
0.613914,1.56924,-19.9948,-1.12003,2.76927,-23.2688
1.01265,1.69656,-19.6917,-1.24034,2.75266,-23.3329
1.40816,1.82927,-19.3905,-1.36729,2.73092,-23.4057
1.80117,1.96695,-19.0916,-1.49775,2.70528,-23.4845
2.19267,2.10914,-18.7953,-1.62838,2.67715,-23.5662
2.58387,2.25536,-18.5019,-1.7558,2.64794,-23.6471
2.97627,2.4051,-18.2114,-1.87664,2.61911,-23.7233
3.37152,2.55791,-17.9237,-1.98768,2.59203,-23.7908
3.77148,2.71334,-17.6386,-2.08602,2.56797,-23.8456
4.17816,2.87106,-17.3557,-2.16917,2.54805,-23.8843
4.59373,3.03089,-17.0747,-2.23518,2.53315,-23.9042
5.02053,3.19285,-16.7952,-2.28269,2.52399,-23.9035
5.46106,3.35727,-16.5171,-2.31104,2.52101,-23.8815
5.91799,3.52489,-16.2401,-2.32024,2.52449,-23.8384
6.39416,3.69688,-15.964,-2.31098,2.53453,-23.7755
6.89253,3.87503,-15.6889,-2.28456,2.5511,-23.6951
7.4162,4.06174,-15.4148,-2.24283,2.57408,-23.6002
7.96828,4.26018,-15.1418,-2.18811,2.60329,-23.4945
8.55195,4.47423,-14.8703,-2.12309,2.63854,-23.3822
9.17026,4.70854,-14.6005,-2.05072,2.67964,-23.268
9.8262,4.96846,-14.3322,-1.97413,2.7264,-23.1563
10.5226,5.25998,-14.0652,-1.89653,2.77861,-23.0519
11.2621,5.58955,-13.7983,-1.82113,2.83606,-22.9592
12.0471,5.96391,-13.5295,-1.75101,2.89848,-22.8821
12.8798,6.3898,-13.2559,-1.68909,2.96554,-22.824
13.7621,6.87363,-12.9735,-1.63805,3.03681,-22.7877
14.6957,7.42119,-12.6773,-1.60022,3.11178,-22.7751
15.6817,8.0372,-12.3616,-1.57755,3.18978,-22.7873
16.7212,8.725,-12.0199,-1.57159,3.27006,-22.8247
17.8145,9.48613,-11.6456,-1.58345,3.35171,-22.8871
18.9617,10.3201,-11.2318,-1.61379,3.43373,-22.9737
20.1623,11.2239,-10.7722,-1.66288,3.51503,-23.0833
21.4152,12.1922,-10.261,-1.73059,3.59447,-23.2143
22.7185,13.217,-9.69388,-1.81639,3.67084,-23.3653
24.0694,14.2877,-9.06807,-1.91942,3.7429,-23.5345
25.4639,15.3915,-8.38314,-2.03842,3.8094,-23.7201
26.8967,16.5136,-7.64115,-2.17184,3.86913,-23.9202
28.3603,17.6379,-6.8473,-2.31781,3.9209,-24.1328
29.8454,18.7476,-6.00996,-2.47418,3.9637,-24.3561
31.3397,19.826,-5.14122,-2.6386,3.99667,-24.5879
32.8284,20.8575,-4.25663,-2.80855,4.01923,-24.826
34.2937,21.8284,-3.37526,-2.9814,4.03109,-25.0681
35.715,22.7276,-2.51885,-3.15439,4.03231,-25.3114
37.0701,23.5468,-1.71082,-3.32471,4.02332,-25.5529
38.3355,24.2815,-0.974686,-3.48952,4.00493,-25.7893
39.4877,24.9301,-0.332425,-3.64598,3.9783,-26.0169
40.5047,25.4938,0.197312,-3.79143,3.9449,-26.2318
41.3673,25.976,0.600068,-3.92339,3.90642,-26.4301
42.0594,26.3812,0.86633,-4.03966,3.86464,-26.608
42.5696,26.7145,0.991305,-4.13845,3.82136,-26.7621
42.8908,26.9805,0.974624,-4.2184,3.77822,-26.8894
43.0208,27.1826,0.81969,-4.27867,3.73665,-26.9878
42.9619,27.3229,0.533,-4.31903,3.69779,-27.056
42.7206,27.4019,0.123821,-4.33985,3.66247,-27.0936
42.3073,27.4182,-0.396134,-4.3421,3.63116,-27.1014
41.7358,27.3692,-1.01296,-4.32727,3.60399,-27.081
41.0226,27.251,-1.71079,-4.29731,3.58084,-27.035
40.1862,27.0595,-2.47234,-4.25447,3.56133,-26.9664
39.2462,26.7902,-3.27956,-4.20114,3.54499,-26.8788
38.2227,26.4393,-4.11426,-4.13973,3.53124,-26.7756
37.1354,26.0043,-4.95872,-4.07249,3.51951,-26.6602
36.0027,25.484,-5.7961,-4.00144,3.50926,-26.5359
34.8412,24.8791,-6.61083,-3.9282,3.50006,-26.4053
33.6651,24.1923,-7.38896,-3.85398,3.49155,-26.2705
32.4854,23.4284,-8.11863,-3.77947,3.48352,-26.133
31.3103,22.5942,-8.79053,-3.70487,3.47587,-25.9935
30.1447,21.6984,-9.39841,-3.6298,3.46862,-25.8519
28.9904,20.7509,-9.93923,-3.55336,3.46184,-25.7075
27.8467,19.763,-10.4134,-3.47416,3.45571,-25.5587
26.7107,18.7466,-10.8245,-3.39046,3.45046,-25.4035
25.5778,17.7135,-11.1793,-3.30023,3.44637,-25.2396
24.443,16.6757,-11.4871,-3.20143,3.44378,-25.0646
23.3007,15.6439,-11.7592,-3.09205,3.44303,-24.8765
22.146,14.6278,-12.0081,-2.97031,3.44448,-24.6737
20.975,13.6354,-12.2472,-2.8347,3.44844,-24.4552
19.7853,12.6727,-12.4891,-2.68408,3.4552,-24.2206
18.5763,11.7442,-12.7455,-2.51767,3.46501,-23.9704
17.3494,10.8521,-13.0258,-2.3351,3.4781,-23.7056
16.1079,9.99763,-13.337,-2.13639,3.49471,-23.4279
14.8571,9.18043,-13.6831,-1.92192,3.51504,-23.1395
13.6041,8.39966,-14.0651,-1.69239,3.53929,-22.8431
12.3573,7.65421,-14.4809,-1.44873,3.56769,-22.5416
11.1263,6.94318,-14.9258,-1.19209,3.60043,-22.238
9.92149,6.2662,-15.393,-0.923653,3.63773,-21.9355
8.75364,5.62368,-15.874,-0.644609,3.67977,-21.6366
7.63347,5.01683,-16.3598,-0.356038,3.72667,-21.3436
6.57128,4.44761,-16.8407,-0.0588407,3.77852,-21.0578
5.57666,3.91847,-17.3078,0.246294,3.83531,-20.7799
4.65809,3.43213,-17.7527,0.558913,3.89691,-20.5099
3.82267,2.99115,-18.1684,0.878774,3.96307,-20.247
3.0758,2.59769,-18.5489,1.20581,4.03342,-19.9899
2.42101,2.25317,-18.8898,1.54003,4.10746,-19.7366
1.8597,1.95805,-19.1882,1.88148,4.18465,-19.4851
1.39103,1.7117,-19.4424,2.23015,4.26435,-19.2334
1.01179,1.51239,-19.6519,2.58586,4.34592,-18.9793
0.716456,1.35723,-19.818,2.9483,4.42869,-18.7209
0.497222,1.24236,-19.9428,3.31687,4.51197,-18.4565
0.344344,1.16304,-20.03,3.69076,4.59508,-18.1849
0.246513,1.11389,-20.0847,4.06886,4.67732,-17.905
0.191462,1.08912,-20.1128,4.44982,4.758,-17.6167
0.166683,1.08279,-20.121,4.83199,4.83646,-17.3202
0.160204,1.08915,-20.1161,5.21354,4.91205,-17.0163
0.161451,1.10294,-20.1041,5.59246,4.98412,-16.7064
