L_X,L_Y,L_Z,R_X,R_Y,R_Z
-4.69725,-7.07839,-2.91952,4.04734,5.48489,-7.58461
-4.9528,-7.12351,-3.05657,5.24242,6.33412,-7.40772
-5.18381,-7.15772,-3.18435,6.46534,7.23457,-7.26352
-5.38923,-7.18009,-3.30035,7.7076,8.1856,-7.15716
-5.56865,-7.1906,-3.40266,8.95926,9.18646,-7.09236
-5.72243,-7.19011,-3.49002,10.2097,10.236,-7.0708
-5.85173,-7.18033,-3.56232,11.4486,11.3322,-7.09165
-5.95858,-7.16362,-3.62036,12.6668,12.4711,-7.15106
-6.04576,-7.14269,-3.66601,13.8578,13.6467,-7.24214
-6.11669,-7.12033,-3.702,15.0176,14.8498,-7.35546
-6.17515,-7.09909,-3.73159,16.1464,16.0679,-7.47906
-6.22507,-7.08117,-3.75832,17.2474,17.2856,-7.59986
-6.27017,-7.06823,-3.78542,18.3269,18.4844,-7.70403
-6.31382,-7.0614,-3.81579,19.393,19.6438,-7.77852
-6.35874,-7.06127,-3.85153,20.4543,20.7424,-7.81209
-6.40698,-7.06794,-3.894,21.5178,21.7591,-7.79628
-6.45976,-7.08109,-3.94381,22.5873,22.6747,-7.7264
-6.51761,-7.10009,-4.00085,23.662,23.4729,-7.60203
-6.5803,-7.12403,-4.06443,24.7354,24.1419,-7.42699
-6.64704,-7.15183,-4.13337,25.7956,24.675,-7.20936
-6.71654,-7.18234,-4.20629,26.8254,25.071,-6.96046
-6.78724,-7.21432,-4.28161,27.8039,25.3343,-6.69429
-6.85738,-7.24657,-4.35767,28.7079,25.4741,-6.4263
-6.92522,-7.27795,-4.4328,29.5137,25.5039,-6.1726
-6.9891,-7.30743,-4.50532,30.1989,25.4395,-5.94906
-7.04764,-7.33411,-4.5737,30.7438,25.2982,-5.77043
-7.09978,-7.35726,-4.63651,31.1328,25.0968,-5.64972
-7.1448,-7.37634,-4.69255,31.3549,24.8502,-5.59721
-7.18238,-7.39101,-4.74082,31.4048,24.5706,-5.61994
-7.21255,-7.40114,-4.78044,31.2823,24.266,-5.72091
-7.23565,-7.40683,-4.81091,30.9925,23.9409,-5.89892
-7.25234,-7.40836,-4.83206,30.5453,23.5959,-6.14851
-7.26339,-7.40623,-4.84384,29.9549,23.2286,-6.46005
-7.26979,-7.40111,-4.84672,29.2384,22.8347,-6.82044
-7.27265,-7.3938,-4.84153,28.4156,22.4088,-7.21374
-7.27307,-7.38516,-4.8295,27.5073,21.9455,-7.6223
-7.27218,-7.37614,-4.81234,26.5352,21.4405,-8.02798
-7.27102,-7.36758,-4.79195,25.5202,20.8908,-8.41322
-7.2705,-7.36027,-4.77052,24.4825,20.2953,-8.7622
-7.27132,-7.35485,-4.75004,23.4404,19.655,-9.06146
-7.27394,-7.35174,-4.73237,22.4105,18.9726,-9.30041
-7.27849,-7.35122,-4.71907,21.4071,18.2528,-9.47144
-7.28484,-7.35326,-4.71098,20.4422,17.5015,-9.56999
-7.29256,-7.35772,-4.70859,19.5251,16.7263,-9.59435
-7.30099,-7.36418,-4.71168,18.6629,15.9357,-9.54571
-7.30929,-7.37216,-4.7198,17.8598,15.1389,-9.42777
-7.31654,-7.38105,-4.73208,17.1176,14.3457,-9.24668
-7.3217,-7.39018,-4.74729,16.4356,13.5657,-9.01087
-7.32377,-7.3989,-4.76435,15.8114,12.8084,-8.73058
-7.32179,-7.40663,-4.78192,15.2408,12.0826,-8.41766
-7.3149,-7.41284,-4.79882,14.7183,11.3961,-8.08498
-7.3023,-7.41715,-4.81391,14.2377,10.7551,-7.74605
-7.28334,-7.41927,-4.82625,13.792,10.1646,-7.41422
-7.25753,-7.41905,-4.83494,13.3744,9.62793,-7.10226
-7.22448,-7.41647,-4.83937,12.9779,9.1466,-6.82174
-7.18398,-7.4116,-4.83892,12.5958,8.72073,-6.58273
-7.13595,-7.40461,-4.83337,12.2216,8.34892,-6.39336
-7.08045,-7.39573,-4.82267,11.8495,8.02861,-6.25967
-7.01762,-7.38523,-4.807,11.474,7.75615,-6.18544
-6.94775,-7.37339,-4.78686,11.0905,7.52704,-6.17217
-6.87115,-7.36048,-4.76283,10.6954,7.33611,-6.21909
-6.78823,-7.34678,-4.73566,10.286,7.17763,-6.32329
-6.69934,-7.33248,-4.70607,9.86104,7.04552,-6.47992
-6.60483,-7.31774,-4.67472,9.42068,6.93348,-6.68245
-6.50493,-7.3027,-4.6421,8.96646,6.83524,-6.92317
-6.39971,-7.28743,-4.60866,8.50131,6.74471,-7.19341
-6.28916,-7.272,-4.57481,8.02933,6.65624,-7.48417
-6.17297,-7.25647,-4.54084,7.55579,6.56478,-7.78636
-6.05067,-7.24088,-4.50732,7.08681,6.466,-8.09107
-5.92161,-7.22529,-4.47494,6.62916,6.35655,-8.38993
-5.78479,-7.20975,-4.4445,6.18984,6.2341,-8.67535
-5.63898,-7.19428,-4.417,5.7756,6.09749,-8.94077
-5.48263,-7.17888,-4.39349,5.39253,5.94673,-9.1812
-5.31382,-7.16343,-4.37522,5.04539,5.78292,-9.3934
-5.13026,-7.14768,-4.36334,4.73726,5.60807,-9.57618
-4.92934,-7.13119,-4.35906,4.46892,5.42487,-9.73071
-4.70798,-7.11322,-4.36335,4.23867,5.2364,-9.8604
-4.46273,-7.0927,-4.37705,4.04217,5.04589,-9.97036
-4.18971,-7.06821,-4.40059,3.87262,4.8564,-10.0669
-3.88468,-7.03787,-4.43422,3.72135,4.6706,-10.1566
-3.54312,-6.99939,-4.47815,3.5786,4.49055,-10.2451
-3.16023,-6.95006,-4.53241,3.43466,4.31746,-10.3361
-2.73107,-6.88673,-4.5971,3.28101,4.15154,-10.4309
-2.25059,-6.80586,-4.67224,3.11141,3.99193,-10.5279
-1.7137,-6.70354,-4.75769,2.92254,3.8367,-10.6228
-1.11541,-6.57553,-4.85313,2.71426,3.68315,-10.7091
-0.450909,-6.4173,-4.95796,2.48903,3.52825,-10.7791
0.284283,-6.22406,-5.07093,2.25108,3.36921,-10.8252
1.09418,-5.99078,-5.19033,2.00503,3.20405,-10.8412
1.98224,-5.71218,-5.31337,1.75457,3.03201,-10.8228
2.95113,-5.38287,-5.4366,1.50121,2.85382,-10.7695
4.00272,-4.99727,-5.55515,1.24372,2.67159,-10.6839
5.13791,-4.54983,-5.66304,0.977954,2.4886,-10.5725
6.35641,-4.03515,-5.75336,0.697441,2.30874,-10.4448
7.65683,-3.44825,-5.81755,0.394316,2.13604,-10.3125
9.03647,-2.78496,-5.84654,0.0605678,1.97394,-10.1883
10.4913,-2.04229,-5.83031,-0.310805,1.82474,-10.0843
12.0159,-1.21903,-5.75901,-0.724552,1.68928,-10.011
13.6036,-0.316166,-5.62357,-1.18259,1.56672,-9.97611
15.2459,0.662578,-5.4171,-1.68352,1.45478,-9.98375
16.9327,1.71049,-5.13561,-2.22285,1.35009,-10.0346
18.6522,2.8178,-4.7793,-2.79339,1.24884,-10.1262
20.3901,3.97173,-4.35316,-3.38608,1.14733,-10.2533
22.1299,5.157,-3.86759,-3.9909,1.04252,-10.4094
23.8526,6.3563,-3.33777,-4.59783,0.932196,-10.5871
25.5371,7.55118,-2.78275,-5.19765,0.815107,-10.7792
27.1609,8.7228,-2.22337,-5.78259,0.690754,-10.9795
28.7004,9.85274,-1.68047,-6.34673,0.559093,-11.1831
30.1321,10.9238,-1.17343,-6.886,0.420281,-11.3863
31.4333,11.9205,-0.719012,-7.39808,0.274417,-11.5872
32.5829,12.8297,-0.330855,-7.88197,0.121433,-11.7844
33.5618,13.6407,-0.0193027,-8.33756,-0.0388774,-11.9775
34.3543,14.3454,0.208699,-8.76501,-0.206689,-12.1659
34.9477,14.9383,0.349322,-9.16435,-0.381968,-12.349
35.3333,15.4159,0.401674,-9.5351,-0.564134,-12.5252
35.5065,15.7768,0.367876,-9.87605,-0.751865,-12.692
35.4674,16.0206,0.252908,-10.1852,-0.942889,-12.8458
35.2205,16.1477,0.0646498,-10.4601,-1.13395,-12.9824
34.775,16.1587,-0.186292,-10.6981,-1.32096,-13.0966
34.1447,16.0539,-0.486894,-10.8964,-1.49915,-13.1834
33.3474,15.8333,-0.821915,-11.0533,-1.66368,-13.2388
32.4045,15.4971,-1.17495,-11.168,-1.81003,-13.2595
31.3401,15.0455,-1.52856,-11.2413,-1.93463,-13.2446
30.1798,14.4798,-1.86576,-11.2757,-2.03523,-13.1951
28.9497,13.8028,-2.17054,-11.2753,-2.11128,-13.1148
27.6747,13.0196,-2.42883,-11.2459,-2.16389,-13.0094
26.3775,12.1377,-2.62969,-11.1948,-2.19567,-12.8867
25.0777,11.1675,-2.76563,-11.1297,-2.21042,-12.7558
23.7907,10.1222,-2.83326,-11.0589,-2.21265,-12.6263
22.5276,9.01749,-2.83326,-10.9905,-2.20714,-12.5079
21.2955,7.87109,-2.7703,-10.9315,-2.19849,-12.409
20.0975,6.70216,-2.65235,-10.8877,-2.19075,-12.3367
18.9342,5.5306,-2.48996,-10.8634,-2.18721,-12.2962
17.804,4.37617,-2.29544,-10.8608,-2.19031,-12.2901
16.7048,3.25768,-2.08186,-10.8806,-2.20155,-12.319
15.635,2.1921,-1.8622,-10.9214,-2.2216,-12.3814
14.594,1.19387,-1.64857,-10.9808,-2.2504,-12.4739
13.5831,0.274218,-1.4515,-11.0551,-2.2873,-12.5919
12.6052,-0.559068,-1.27968,-11.1403,-2.33129,-12.73
11.6651,-1.30168,-1.13971,-11.232,-2.38112,-12.8824
10.7682,-1.95242,-1.03638,-11.3262,-2.43546,-13.0432
9.92063,-2.51266,-0.972468,-11.4191,-2.49304,-13.2071
9.12841,-2.9858,-0.949027,-11.5077,-2.55266,-13.3689
8.39699,-3.3766,-0.965003,-11.5896,-2.61326,-13.5245
7.73113,-3.69077,-1.01762,-11.6629,-2.67382,-13.6698
7.1346,-3.93461,-1.10232,-11.7264,-2.73321,-13.8015
6.61006,-4.11473,-1.21313,-11.7792,-2.79022,-13.9165
6.15895,-4.23791,-1.34309,-11.8204,-2.8434,-14.0119
5.7814,-4.31103,-1.48463,-11.8495,-2.89107,-14.0848
5.4761,-4.34095,-1.62996,-11.8659,-2.93148,-14.1329
5.24026,-4.33445,-1.77147,-11.8689,-2.96287,-14.1541
5.06951,-4.29819,-1.90247,-11.8578,-2.98359,-14.147
4.95777,-4.23858,-2.01756,-11.8318,-2.99231,-14.1111
4.89718,-4.16173,-2.11323,-11.7903,-2.98805,-14.0468
4.87801,-4.0734,-2.18813,-11.7324,-2.97023,-13.9548
4.88876,-3.9789,-2.24347,-11.6579,-2.93871,-13.8371
4.91637,-3.88314,-2.28295,-11.5663,-2.89383,-13.6959
4.94658,-3.79064,-2.31229,-11.4576,-2.83627,-13.5336
4.9645,-3.7056,-2.33893,-11.3315,-2.7671,-13.3528
4.95521,-3.63197,-2.37105,-11.188,-2.68764,-13.1562
4.90456,-3.57357,-2.41692,-11.0266,-2.59938,-12.946
4.79992,-3.53408,-2.48406,-10.8471,-2.50392,-12.7241
4.63093,-3.51701,-2.5781,-10.6485,-2.40284,-12.4924
4.39035,-3.5256,-2.70219,-10.43,-2.29759,-12.2519
4.07458,-3.56254,-2.85623,-10.19,-2.1894,-12.0039
3.68417,-3.62967,-3.03642,-9.9266,-2.07909,-11.7489
3.22389,-3.72763,-3.23556,-9.63748,-1.9669,-11.4873
2.70252,-3.85554,-3.44337,-9.31963,-1.8524,-11.2191
2.13213,-4.01084,-3.64805,-8.96941,-1.73435,-10.9441
1.52693,-4.18938,-3.83781,-8.58259,-1.61054,-10.6617
0.901928,-4.38565,-4.00261,-8.15429,-1.47778,-10.371
0.271567,-4.59337,-4.13538,-7.67924,-1.33183,-10.0708
-0.351401,-4.80597,-4.23237,-7.15182,-1.16746,-9.76006
-0.956643,-5.01733,-4.29296,-6.56641,-0.97847,-9.43787
-1.53638,-5.22217,-4.31882,-5.91762,-0.757803,-9.10372
-2.08536,-5.41647,-4.31342,-5.20064,-0.49766,-8.7578
-2.60043,-5.59756,-4.28165,-4.41155,-0.189615,-8.40109
-3.08014,-5.76404,-4.22954,-3.54756,0.175184,-8.03574
-3.52449,-5.91566,-4.16391,-2.60733,0.60588,-7.66497
-3.93465,-6.05292,-4.09216,-1.59129,1.11155,-7.29316
-4.31274,-6.17683,-4.02163,-0.501766,1.70099,-6.92577
-4.6617,-6.28861,-3.95888,0.656843,2.38239,-6.56925
-4.98501,-6.38949,-3.90952,1.87803,3.16297,-6.23057
-5.28638,-6.48061,-3.87764,3.15328,4.04857,-5.9169
-5.56944,-6.56287,-3.86567,4.47234,5.04322,-5.63529
-5.83752,-6.63694,-3.87427,5.82356,6.14874,-5.39195
-6.09337,-6.70329,-3.90223,7.19454,7.36423,-5.19197
-6.33913,-6.76219,-3.94663,8.57285,8.68556,-5.03882
-6.57633,-6.81377,-4.00336,9.94708,10.105,-4.93391
-6.80596,-6.85808,-4.06754,11.3077,11.6109,-4.87635
-7.02859,-6.89518,-4.13432,12.6482,13.1872,-4.8627
-7.24448,-6.92521,-4.19933,13.9657,14.8138,-4.88688
-7.45367,-6.94843,-4.25894,15.2613,16.4662,-4.93987
-7.65602,-6.96523,-4.31056,16.5407,18.1169,-5.01007
-7.85114,-6.97606,-4.35243,17.8127,19.7353,-5.08327
-8.03835,-6.98149,-4.38352,19.0888,21.2892,-5.14339
-8.21663,-6.98202,-4.4032,20.381,22.7459,-5.17313
-8.38457,-6.97823,-4.41143,21.7004,24.0735,-5.15535
-8.54045,-6.97067,-4.40829,23.0546,25.2419,-5.07476
-8.68233,-6.95999,-4.39434,24.4458,26.2247,-4.91965
-8.80815,-6.94696,-4.37032,25.8693,27.0001,-4.68417
-8.9159,-6.9325,-4.33747,27.3118,27.553,-4.36984
-9.0038,-6.91771,-4.29724,28.7515,27.8763,-3.98664
-9.07037,-6.90378,-4.25133,30.1586,27.972,-3.55273
-9.11452,-6.892,-4.20155,31.4974,27.8523,-3.09311
-9.13567,-6.88354,-4.14957,32.729,27.5399,-2.63738
-9.13374,-6.87945,-4.09692,33.8147,27.066,-2.21705
-9.10915,-6.88046,-4.04487,34.719,26.4693,-1.86262
-9.06292,-6.88697,-3.99429,35.4124,25.7915,-1.60123
-8.99655,-6.89894,-3.94577,35.8733,25.0748,-1.45498
-8.91202,-6.9159,-3.89963,36.0888,24.3575,-1.43943
-8.81174,-6.93699,-3.85589,36.0547,23.671,-1.56299
-8.69841,-6.96103,-3.81431,35.7752,23.0379,-1.82678
-8.57494,-6.98661,-3.77438,35.2618,22.4708,-2.22478
-8.44441,-7.01225,-3.73576,34.5323,21.973,-2.7444
-8.31002,-7.03655,-3.69805,33.6098,21.5397,-3.36756
-8.17499,-7.05828,-3.66131,32.5212,21.1597,-4.07181
-8.04258,-7.07653,-3.6259,31.2964,20.8182,-4.83161
-7.91592,-7.09074,-3.59242,29.9671,20.4984,-5.62008
-7.79795,-7.10071,-3.56183,28.5659,20.1843,-6.41021
-7.69124,-7.10655,-3.53532,27.1245,19.8616,-7.17646
-7.59785,-7.10865,-3.51409,25.6737,19.5187,-7.89622
-7.51922,-7.10753,-3.49926,24.2417,19.1477,-8.55078
-7.45606,-7.10384,-3.49182,22.854,18.7435,-9.12606
-7.40832,-7.09829,-3.49234,21.5327,18.3042,-9.61274
-7.37517,-7.09154,-3.50119,20.2964,17.8303,-10.006
-7.35507,-7.08425,-3.51812,19.1598,17.3241,-10.3046
-7.34579,-7.07693,-3.54269,18.1339,16.7894,-10.5104
-7.34458,-7.07002,-3.5741,17.2258,16.2307,-10.6271
-7.34823,-7.06382,-3.61118,16.4389,15.6531,-10.6598
-7.35328,-7.05853,-3.65255,15.773,15.0619,-10.6145
-7.35611,-7.05418,-3.69663,15.2244,14.4623,-10.498
-7.35318,-7.05071,-3.74167,14.7863,13.8595,-10.318
-7.34112,-7.04787,-3.78587,14.4491,13.2587,-10.0831
-7.31692,-7.04533,-3.82737,14.2007,12.6651,-9.80337
-7.27801,-7.04267,-3.86437,14.027,12.0841,-9.49012
-7.2224,-7.03945,-3.89501,13.9125,11.5213,-9.15584
-7.14873,-7.0352,-3.91758,13.8408,10.9828,-8.81388
-7.05635,-7.02956,-3.93066,13.7954,10.4748,-8.47812
-6.94531,-7.02225,-3.93315,13.7603,10.0038,-8.16236
-6.81627,-7.01315,-3.92438,13.7206,9.57581,-7.87976
-6.67048,-7.00229,-3.90409,13.6632,9.19624,-7.64214
-6.5096,-6.9899,-3.87256,13.5775,8.86915,-7.45923
-6.3356,-6.97633,-3.83053,13.4554,8.5968,-7.33803
-6.15057,-6.96206,-3.77903,13.2915,8.37944,-7.2822
-5.95648,-6.94768,-3.71964,13.0838,8.215,-7.29171
-5.75506,-6.93373,-3.65412,12.8329,8.09909,-7.36264
-5.5475,-6.92075,-3.58451,12.5425,8.02526,-7.4873
-5.33432,-6.90917,-3.51327,12.2191,7.98543,-7.65469
-5.11517,-6.89925,-3.44295,11.8712,7.97033,-7.85097
-4.88875,-6.89105,-3.37646,11.5094,7.97027,-8.06061
-4.65264,-6.88437,-3.3167,11.1453,7.97579,-8.26746
-4.40338,-6.87869,-3.26671,10.7905,7.97832,-8.45634
-4.13638,-6.8731,-3.22957,10.4556,7.9708,-8.61437
-3.84607,-6.86621,-3.20839,10.1487,7.94808,-8.73263
-3.52596,-6.85608,-3.20617,9.87482,7.90712,-8.80717
-3.16886,-6.84013,-3.22573,9.63433,7.84709,-8.83994
-2.76708,-6.81497,-3.26965,9.42289,7.76906,-8.83845
-2.31274,-6.77635,-3.34,9.23155,7.67566,-8.81491
-1.798,-6.71903,-3.43817,9.04761,7.57043,-8.78444
-1.21539,-6.63671,-3.56465,8.85636,7.45699,-8.76248
-0.558168,-6.52198,-3.71869,8.64324,7.3381,-8.7622
0.179452,-6.36634,-3.89817,8.39623,7.21486,-8.79225
1.00195,-6.1604,-4.09921,8.10793,7.08611,-8.8552
1.9123,-5.89406,-4.31588,7.77673,6.94849,-8.94701
2.91171,-5.557,-4.54045,7.40691,6.79715,-9.05786
3.99952,-5.1392,-4.76304,7.00749,6.62693,-9.17386
5.17314,-4.63168,-4.97228,6.59029,6.43376,-9.27946
6.42814,-4.02726,-5.15562,6.16754,6.21575,-9.36002
7.75849,-3.32141,-5.30033,5.7498,5.9739,-9.40395
9.15685,-2.51295,-5.39447,5.34437,5.71204,-9.40408
10.615,-1.60455,-5.42773,4.95444,5.43643,-9.3587
12.1239,-0.603059,-5.39275,4.579,5.15487,-9.27167
13.6741,0.480627,-5.28584,4.21332,4.87576,-9.15207
15.2555,1.63185,-5.10783,3.85001,4.60697,-9.01322
16.8573,2.83294,-4.86434,3.4802,4.35491,-8.87117
18.4673,4.0641,-4.56538,3.09498,4.12372,-8.74297
20.0725,5.30451,-4.22433,2.68666,3.91474,-8.64478
21.6578,6.53339,-3.8568,2.24979,3.72644,-8.5901
23.2066,7.73114,-3.47902,1.78178,3.55465,-8.58864
24.701,8.88012,-3.10631,1.28323,3.39327,-8.64565
26.1216,9.96541,-2.75227,0.757683,3.23508,-8.76182
27.4483,10.9751,-2.42796,0.211252,3.0728,-8.93382
28.661,11.9002,-2.14177,-0.348245,2.89991,-9.15513
29.7403,12.735,-1.89944,-0.912118,2.71143,-9.41704
30.6683,13.4759,-1.70469,-1.47178,2.50418,-9.70969
31.4292,14.1216,-1.55977,-2.01945,2.27703,-10.023
32.0101,14.672,-1.46592,-2.54876,2.03067,-10.3473
32.4014,15.1277,-1.42335,-3.05497,1.76731,-10.6737
32.5972,15.4897,-1.43106,-3.53494,1.4904,-10.9943
32.5962,15.7581,-1.4872,-3.98676,1.20424,-11.3019
32.4013,15.9322,-1.58843,-4.40952,0.913708,-11.59
32.0203,16.0103,-1.73038,-4.80281,0.624056,-11.8528
31.4658,15.9895,-1.90707,-5.16654,0.340673,-12.0848
30.7549,15.866,-2.11156,-5.50086,0.0688788,-12.2813
29.9088,15.6359,-2.33534,-5.80619,-0.186358,-12.4385
28.952,15.2962,-2.5689,-6.08343,-0.420677,-12.5543
27.9109,14.8452,-2.80189,-6.33406,-0.630654,-12.6281
26.8131,14.2837,-3.0235,-6.56024,-0.814038,-12.6615
25.6852,13.6156,-3.22316,-6.7649,-0.969981,-12.6584
24.5524,12.8483,-3.39129,-6.95168,-1.09912,-12.6247
23.4364,11.9924,-3.51973,-7.12478,-1.20352,-12.5683
22.3551,11.0621,-3.60235,-7.28871,-1.28659,-12.4986
21.3217,10.074,-3.6353,-7.44795,-1.35265,-12.4253
20.3449,9.04695,-3.6172,-7.60658,-1.40664,-12.358
19.4291,8.00062,-3.54891,-7.76787,-1.45364,-12.3055
18.5748,6.95508,-3.43366,-7.934,-1.49841,-12.2746
17.7796,5.92961,-3.27713,-8.10581,-1.54503,-12.27
17.039,4.94202,-3.08709,-8.28278,-1.59662,-12.2938
16.3473,4.00789,-2.87344,-8.46312,-1.65512,-12.3456
15.698,3.13997,-2.64773,-8.64402,-1.72128,-12.4229
15.0848,2.34784,-2.42275,-8.82207,-1.79467,-12.521
14.5015,1.63773,-2.21166,-8.99362,-1.8739,-12.6341
13.9424,1.01254,-2.02726,-9.1553,-1.95687,-12.7554
13.4024,0.472101,-1.88095,-9.30423,-2.04104,-12.8781
12.8767,0.0134379,-1.78207,-9.43829,-2.12375,-12.9954
12.3612,-0.368798,-1.737,-9.55611,-2.20235,-13.1012
11.8525,-0.681913,-1.74882,-9.65693,-2.27439,-13.1903
11.3479,-0.934744,-1.81707,-9.74041,-2.33771,-13.2584
10.8461,-1.1372,-1.93761,-9.80627,-2.39036,-13.3025
10.3465,-1.29982,-2.10306,-9.85408,-2.43058,-13.3205
9.85007,-1.43324,-2.30313,-9.88304,-2.45674,-13.3113
9.3587,-1.54758,-2.52555,-9.89201,-2.46732,-13.2746
8.8751,-1.65203,-2.75675,-9.87943,-2.46092,-13.2105
8.40244,-1.75438,-2.983,-9.84343,-2.43632,-13.1191
7.94384,-1.86081,-3.19129,-9.78189,-2.39262,-13.001
7.50198,-1.97573,-3.37033,-9.69243,-2.3293,-12.8563
7.07859,-2.10177,-3.51143,-9.57266,-2.24642,-12.6855
6.67414,-2.24002,-3.60922,-9.42013,-2.14463,-12.4889
6.28761,-2.39015,-3.6619,-9.2325,-2.02523,-12.2667
5.91648,-2.55084,-3.67122,-9.00762,-1.89011,-12.0197
